Total Sales,Product Name,Product ID,Segment,Customer Name,Customer ID,Region,Period
5.88,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",OFF-PA-10001838,Corporate,Todd Sumrall,TS-21370,East,2018-11-01 - 2018-11-30
977.292,Global Ergonomic Managers Chair,FUR-CH-10000785,Corporate,Todd Sumrall,TS-21370,East,2018-11-01 - 2018-11-30
2.88,Avery Durable Binders,OFF-BI-10000546,Home Office,Frank Merwin,FM-14290,South,2018-11-01 - 2018-11-30
1443.96,Iceberg Mobile Mega Data/Printer Cart,OFF-ST-10001526,Home Office,Frank Merwin,FM-14290,South,2018-11-01 - 2018-11-30
359.499,DMI Eclipse Executive Suite Bookcases,FUR-BO-10002213,Consumer,Bradley Drucker,BD-11500,West,2018-11-01 - 2018-11-30
10.48,Sterilite Officeware Hinged File Box,OFF-ST-10001325,Consumer,Bradley Drucker,BD-11500,West,2018-11-01 - 2018-11-30
48.87,"Wirebound Message Book, 4 per Page",OFF-PA-10003724,Consumer,Delfina Latchford,DL-13315,South,2018-11-01 - 2018-11-30
723.92,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,FUR-BO-10003965,Consumer,Henia Zydlo,HZ-14950,South,2018-11-01 - 2018-11-30
18.688,Avery Hi-Liter Smear-Safe Highlighters,OFF-AR-10001761,Consumer,Rose O'Brian,RO-19780,Central,2018-11-01 - 2018-11-30
299.96,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,TEC-PH-10003437,Consumer,Rose O'Brian,RO-19780,Central,2018-11-01 - 2018-11-30
67.84,Fellowes Command Center 5-outlet power strip,OFF-AP-10002867,Consumer,Rose O'Brian,RO-19780,Central,2018-11-01 - 2018-11-30
853.93,Hon Deluxe Fabric Upholstered Stacking Chairs,FUR-CH-10002126,Consumer,Rose O'Brian,RO-19780,Central,2018-11-01 - 2018-11-30
5.16,DIXON Oriole Pencils,OFF-AR-10002335,Consumer,Tracy Zic,TZ-21580,West,2018-11-01 - 2018-11-30
701.96,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854,Corporate,Brendan Sweed,BS-11590,South,2018-11-01 - 2018-11-30
39.96,PayAnywhere Card Reader,TEC-PH-10004071,Corporate,Edward Becker,EB-13750,West,2018-11-01 - 2018-11-30
34.08,Xerox 1916,OFF-PA-10002377,Corporate,Edward Becker,EB-13750,West,2018-11-01 - 2018-11-30
501.81,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,OFF-ST-10001097,Home Office,Sam Zeldin,SZ-20035,Central,2018-11-01 - 2018-11-30
33.568,GBC Premium Transparent Covers with Diagonal Lined Pattern,OFF-BI-10001524,Consumer,Guy Thornton,GT-14755,Central,2018-11-01 - 2018-11-30
220.752,Motorola L804,TEC-PH-10003092,Consumer,Liz Thompson,LT-17110,East,2018-11-01 - 2018-11-30
126.3,Executive Impressions Supervisor Wall Clock,FUR-FU-10001290,Consumer,Lynn Smith,LS-17245,Central,2018-11-01 - 2018-11-30
38.04,SanDisk Cruzer 32 GB USB Flash Drive,TEC-AC-10002399,Consumer,Lynn Smith,LS-17245,Central,2018-11-01 - 2018-11-30
135.3,"DataProducts Ampli Magnifier Task Lamp, Black,",FUR-FU-10003623,Consumer,Michael Nguyen,MN-17935,East,2018-11-01 - 2018-11-30
979.95,Panasonic KX T7731-B Digital phone,TEC-PH-10002310,Consumer,Michael Nguyen,MN-17935,East,2018-11-01 - 2018-11-30
12.84,Newell 347,OFF-AR-10003504,Corporate,Adam Hart,AH-10075,South,2018-11-01 - 2018-11-30
213.136,Fellowes Superior 10 Outlet Split Surge Protector,OFF-AP-10004708,Corporate,Corey Catlett,CC-12610,East,2018-11-01 - 2018-11-30
52.272,Holmes HEPA Air Purifier,OFF-AP-10002082,Corporate,Corey Catlett,CC-12610,East,2018-11-01 - 2018-11-30
93.344,Binding Machine Supplies,OFF-BI-10003364,Home Office,Frank Gastineau,FG-14260,East,2018-11-01 - 2018-11-30
58.73,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,OFF-AP-10001962,Home Office,Frank Gastineau,FG-14260,East,2018-11-01 - 2018-11-30
27.46,DAX Wood Document Frame,FUR-FU-10001473,Home Office,Tonja Turnell,TT-21460,Central,2018-11-01 - 2018-11-30
89.98,Innergie mMini Combo Duo USB Travel Charging Kit,TEC-PH-10001819,Home Office,Tonja Turnell,TT-21460,Central,2018-11-01 - 2018-11-30
257.94,KI Adjustable-Height Table,FUR-TA-10001039,Home Office,Tonja Turnell,TT-21460,Central,2018-11-01 - 2018-11-30
828.6,SAFCO Arco Folding Chair,FUR-CH-10004287,Home Office,Tonja Turnell,TT-21460,Central,2018-11-01 - 2018-11-30
1879.96,Samsung Galaxy S4 Mini,TEC-PH-10002624,Home Office,Tonja Turnell,TT-21460,Central,2018-11-01 - 2018-11-30
18.84,Eldon 200 Class Desk Accessories,FUR-FU-10000732,Consumer,Bill Donatelli,BD-11320,West,2018-11-01 - 2018-11-30
117.488,Premium Transparent Presentation Covers by GBC,OFF-BI-10001989,Consumer,Bill Donatelli,BD-11320,West,2018-11-01 - 2018-11-30
43.584,Belkin 5 Outlet SurgeMaster Power Centers,OFF-AP-10001205,Consumer,Doug Bickford,DB-13615,South,2018-11-01 - 2018-11-30
8.76,Pencil and Crayon Sharpener,OFF-AR-10000422,Consumer,Doug Bickford,DB-13615,South,2018-11-01 - 2018-11-30
57.568,Griffin GC17055 Auxiliary Audio Cable,TEC-PH-10004100,Consumer,Doug O'Connell,DO-13645,West,2018-11-01 - 2018-11-30
6.99,American Pencil,OFF-AR-10001573,Consumer,Resi Pölking,RP-19390,East,2018-11-01 - 2018-11-30
107.424,"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196,Consumer,Resi Pölking,RP-19390,East,2018-11-01 - 2018-11-30
46.94,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",FUR-FU-10004091,Corporate,Brian Moss,BM-11650,Central,2018-11-01 - 2018-11-30
143.73,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,TEC-AC-10001772,Corporate,Brian Moss,BM-11650,Central,2018-11-01 - 2018-11-30
497.94,GBC DocuBind P100 Manual Binding Machine,OFF-BI-10004519,Corporate,Justin Ritter,JR-16210,Central,2018-11-01 - 2018-11-30
158.28,Xerox 1909,OFF-PA-10003641,Corporate,Justin Ritter,JR-16210,Central,2018-11-01 - 2018-11-30
166.16,Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,Corporate,Lindsay Williams,LW-16990,West,2018-11-01 - 2018-11-30
244.55,Tops White Computer Printout Paper,OFF-PA-10003129,Corporate,Lindsay Williams,LW-16990,West,2018-11-01 - 2018-11-30
62.65,Round Specialty Laser Printer Labels,OFF-LA-10001074,Consumer,Emily Phan,EP-13915,West,2018-11-01 - 2018-11-30
88.768,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",OFF-PA-10004071,Consumer,Rick Hansen,RH-19495,West,2018-11-01 - 2018-11-30
79.96,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",OFF-EN-10003055,Corporate,Deirdre Greer,DG-13300,East,2018-11-01 - 2018-11-30
1979.89,Google Nexus 5,TEC-PH-10002834,Corporate,Deirdre Greer,DG-13300,East,2018-11-01 - 2018-11-30
1.64,BIC Brite Liner Grip Highlighters,OFF-AR-10004582,Home Office,Lindsay Shagiari,LS-16975,East,2018-11-01 - 2018-11-30
20.9,"Eldon Image Series Desk Accessories, Burgundy",FUR-FU-10004270,Home Office,Lindsay Shagiari,LS-16975,East,2018-11-01 - 2018-11-30
1049.2,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,FUR-FU-10000576,Home Office,Lindsay Shagiari,LS-16975,East,2018-11-01 - 2018-11-30
516.488,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",FUR-FU-10003601,Home Office,Ross Baird,RB-19795,East,2018-11-01 - 2018-11-30
1007.232,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,FUR-FU-10000576,Home Office,Ross Baird,RB-19795,East,2018-11-01 - 2018-11-30
2065.32,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",FUR-TA-10004154,Home Office,Ross Baird,RB-19795,East,2018-11-01 - 2018-11-30
15.552,Xerox 210,OFF-PA-10000788,Home Office,Ross Baird,RB-19795,East,2018-11-01 - 2018-11-30
25.344,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),OFF-PA-10002479,Home Office,Ross Baird,RB-19795,East,2018-11-01 - 2018-11-30
390.368,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",FUR-CH-10000454,Consumer,Ted Trevino,TT-21070,South,2018-11-01 - 2018-11-30
101.52,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",FUR-FU-10004017,Consumer,Ted Trevino,TT-21070,South,2018-11-01 - 2018-11-30
155.94,"BOSTON Ranger #55 Pencil Sharpener, Black",OFF-AR-10001044,Consumer,Max Engle,ME-17725,East,2018-11-01 - 2018-11-30
173.8,Home/Office Personal File Carts,OFF-ST-10000604,Consumer,Scott Williamson,SW-20275,South,2018-11-01 - 2018-11-30
1781.682,Bush Advantage Collection Racetrack Conference Table,FUR-TA-10001889,Consumer,Shahid Collister,SC-20380,South,2018-11-01 - 2018-11-30
383.976,Logitech Wireless Gaming Headset G930,TEC-AC-10002001,Consumer,Shahid Collister,SC-20380,South,2018-11-01 - 2018-11-30
2.368,Binder Clips by OIC,OFF-FA-10000611,Consumer,Stuart Calhoun,SC-20800,Central,2018-11-01 - 2018-11-30
1079.316,Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981,Consumer,Trudy Brown,TB-21625,East,2018-11-01 - 2018-11-30
95.976,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,TEC-AC-10001767,Corporate,Bart Pistole,BP-11095,Central,2018-11-01 - 2018-11-30
68.472,Lock-Up Easel 'Spel-Binder',OFF-BI-10003984,Home Office,Harold Pawlan,HP-14815,East,2018-11-01 - 2018-11-30
1242.9,SAFCO Arco Folding Chair,FUR-CH-10004287,Home Office,Harold Pawlan,HP-14815,East,2018-11-01 - 2018-11-30
25.83,Contemporary Borderless Frame,FUR-FU-10003489,Home Office,Maria Zettner,MZ-17335,West,2018-11-01 - 2018-11-30
663.936,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779,Home Office,Max Ludwig,ML-17755,East,2018-11-01 - 2018-11-30
71.976,OtterBox Defender Series Case - Samsung Galaxy S4,TEC-PH-10002564,Home Office,Parhena Norris,PN-18775,South,2018-11-01 - 2018-11-30
269.49,Fellowes Officeware Wire Shelving,OFF-ST-10001809,Home Office,Victor Preis,VP-21730,East,2018-11-01 - 2018-11-30
83.56,"Iris 3-Drawer Stacking Bin, Black",OFF-ST-10002182,Home Office,Victor Preis,VP-21730,East,2018-11-01 - 2018-11-30
546.06,Panasonic Business Telephones KX-T7736,TEC-PH-10001468,Home Office,Victor Preis,VP-21730,East,2018-11-01 - 2018-11-30
